id,title,text,level1_family,subtype,key_clues,numbers_present,integrality_implied,source_url,bin_capacity,capacity,num_constraints,num_customers,num_facilities,num_items,num_jobs,num_machines,num_sinks,num_sources,size,source_type
jobshop/orlib/011,Job Shop Instance orlib-11,A job shop scheduling problem with 10 jobs and 5 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M1(23min) → M2(45min) → M0(82min) → M4(84min) → M3(38min); Job2: M2(21min) → M1(29min) → M0(18min) → M4(41min) → M3(50min); Job3: M2(38min) → M3(54min) → M4(16min) → M0(52min) → M1(52min) and 7 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,10,5,,,,
jobshop/orlib/012,Job Shop Instance orlib-12,A job shop scheduling problem with 10 jobs and 5 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M0(12min) → M2(94min) → M3(92min) → M4(91min) → M1(7min); Job2: M1(19min) → M3(11min) → M4(66min) → M2(21min) → M0(87min); Job3: M1(14min) → M0(75min) → M3(13min) → M4(16min) → M2(20min) and 7 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,10,5,,,,
jobshop/orlib/013,Job Shop Instance orlib-13,A job shop scheduling problem with 10 jobs and 5 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M1(72min) → M0(87min) → M4(95min) → M2(66min) → M3(60min); Job2: M4(5min) → M3(35min) → M0(48min) → M2(39min) → M1(54min); Job3: M1(46min) → M3(20min) → M2(21min) → M0(97min) → M4(55min) and 7 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,10,5,,,,
jobshop/orlib/014,Job Shop Instance orlib-14,A job shop scheduling problem with 15 jobs and 5 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M1(21min) → M2(34min) → M4(95min) → M0(53min) → M3(55min); Job2: M3(52min) → M4(16min) → M1(71min) → M2(26min) → M0(21min); Job3: M2(31min) → M0(12min) → M1(42min) → M3(39min) → M4(98min) and 12 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,15,5,,,,
jobshop/orlib/015,Job Shop Instance orlib-15,A job shop scheduling problem with 15 jobs and 5 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M0(47min) → M4(57min) → M1(71min) → M3(96min) → M2(14min); Job2: M0(75min) → M1(60min) → M4(22min) → M3(79min) → M2(65min); Job3: M3(32min) → M0(33min) → M2(69min) → M1(31min) → M4(58min) and 12 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,15,5,,,,
jobshop/orlib/016,Job Shop Instance orlib-16,A job shop scheduling problem with 15 jobs and 5 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M3(92min) → M2(94min) → M0(12min) → M4(91min) → M1(7min); Job2: M2(21min) → M1(19min) → M0(87min) → M3(11min) → M4(66min); Job3: M1(14min) → M3(13min) → M0(75min) → M4(16min) → M2(20min) and 12 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,15,5,,,,
jobshop/orlib/017,Job Shop Instance orlib-17,A job shop scheduling problem with 15 jobs and 5 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M1(66min) → M3(85min) → M2(84min) → M0(62min) → M4(19min); Job2: M3(59min) → M1(64min) → M2(46min) → M4(13min) → M0(25min); Job3: M4(88min) → M3(80min) → M1(73min) → M2(53min) → M0(41min) and 12 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,15,5,,,,
jobshop/orlib/018,Job Shop Instance orlib-18,A job shop scheduling problem with 15 jobs and 5 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M1(58min) → M2(44min) → M3(5min) → M0(9min) → M4(58min); Job2: M1(89min) → M0(97min) → M4(96min) → M3(77min) → M2(84min); Job3: M0(77min) → M1(87min) → M2(81min) → M4(39min) → M3(85min) and 12 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,15,5,,,,
jobshop/orlib/019,Job Shop Instance orlib-19,A job shop scheduling problem with 20 jobs and 5 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M2(34min) → M1(21min) → M0(53min) → M3(55min) → M4(95min); Job2: M0(21min) → M3(52min) → M1(71min) → M4(16min) → M2(26min); Job3: M0(12min) → M1(42min) → M2(31min) → M4(98min) → M3(39min) and 17 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,20,5,,,,
jobshop/orlib/020,Job Shop Instance orlib-20,A job shop scheduling problem with 20 jobs and 5 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M1(23min) → M0(82min) → M4(84min) → M2(45min) → M3(38min); Job2: M3(50min) → M4(41min) → M1(29min) → M0(18min) → M2(21min); Job3: M4(16min) → M3(54min) → M1(52min) → M2(38min) → M0(52min) and 17 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,20,5,,,,
jobshop/orlib/021,Job Shop Instance orlib-21,A job shop scheduling problem with 20 jobs and 5 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M3(60min) → M0(87min) → M1(72min) → M4(95min) → M2(66min); Job2: M1(54min) → M0(48min) → M2(39min) → M3(35min) → M4(5min); Job3: M3(20min) → M1(46min) → M0(97min) → M2(21min) → M4(55min) and 17 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,20,5,,,,
jobshop/orlib/022,Job Shop Instance orlib-22,A job shop scheduling problem with 20 jobs and 5 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M3(5min) → M4(58min) → M2(44min) → M0(9min) → M1(58min); Job2: M1(89min) → M4(96min) → M0(97min) → M2(84min) → M3(77min); Job3: M2(81min) → M3(85min) → M1(87min) → M4(39min) → M0(77min) and 17 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,20,5,,,,
jobshop/orlib/023,Job Shop Instance orlib-23,A job shop scheduling problem with 20 jobs and 5 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M0(6min) → M2(40min) → M1(81min) → M3(37min) → M4(19min); Job2: M2(40min) → M3(32min) → M0(55min) → M4(81min) → M1(9min); Job3: M1(46min) → M4(65min) → M2(70min) → M3(55min) → M0(77min) and 17 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,20,5,,,,
jobshop/orlib/024,Job Shop Instance orlib-24,A job shop scheduling problem with 10 jobs and 10 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M1(21min) → M6(71min) → M9(16min) → M8(52min) → M7(26min) → M2(34min) → M0(53min) → M4(21min) → M3(55min) → M5(95min); Job2: M4(55min) → M2(31min) → M5(98min) → M9(79min) → M0(12min) → M7(66min) → M1(42min) → M8(77min) → M6(77min) → M3(39min); Job3: M3(34min) → M2(64min) → M8(62min) → M1(19min) → M4(92min) → M9(79min) → M7(43min) → M6(54min) → M0(83min) → M5(37min) and 7 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,10,10,,,,
jobshop/orlib/025,Job Shop Instance orlib-25,A job shop scheduling problem with 10 jobs and 10 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M4(18min) → M7(21min) → M9(41min) → M2(45min) → M3(38min) → M8(50min) → M5(84min) → M6(29min) → M1(23min) → M0(82min); Job2: M8(57min) → M5(16min) → M1(52min) → M7(74min) → M2(38min) → M3(54min) → M6(62min) → M9(37min) → M4(54min) → M0(52min); Job3: M2(30min) → M4(79min) → M3(68min) → M1(61min) → M8(11min) → M6(89min) → M7(89min) → M0(81min) → M9(81min) → M5(57min) and 7 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,10,10,,,,
jobshop/orlib/026,Job Shop Instance orlib-26,A job shop scheduling problem with 10 jobs and 10 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M6(54min) → M0(87min) → M4(48min) → M3(60min) → M7(39min) → M8(35min) → M1(72min) → M5(95min) → M2(66min) → M9(5min); Job2: M3(20min) → M9(46min) → M6(34min) → M5(55min) → M0(97min) → M8(19min) → M4(59min) → M2(21min) → M7(37min) → M1(46min); Job3: M4(45min) → M1(24min) → M8(28min) → M0(28min) → M7(83min) → M6(78min) → M5(23min) → M3(25min) → M9(5min) → M2(73min) and 7 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,10,10,,,,
jobshop/orlib/027,Job Shop Instance orlib-27,A job shop scheduling problem with 10 jobs and 10 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M2(44min) → M3(5min) → M5(58min) → M4(97min) → M0(9min) → M7(84min) → M8(77min) → M9(96min) → M1(58min) → M6(89min); Job2: M4(15min) → M7(31min) → M1(87min) → M8(57min) → M0(77min) → M3(85min) → M2(81min) → M5(39min) → M9(73min) → M6(21min); Job3: M9(82min) → M6(22min) → M4(10min) → M3(70min) → M1(49min) → M0(40min) → M8(34min) → M2(48min) → M7(80min) → M5(71min) and 7 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,10,10,,,,
jobshop/orlib/028,Job Shop Instance orlib-28,A job shop scheduling problem with 10 jobs and 10 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M6(9min) → M1(81min) → M4(55min) → M2(40min) → M8(32min) → M3(37min) → M0(6min) → M5(19min) → M9(81min) → M7(40min); Job2: M7(21min) → M2(70min) → M9(65min) → M4(64min) → M1(46min) → M5(65min) → M8(25min) → M0(77min) → M3(55min) → M6(15min); Job3: M2(85min) → M5(37min) → M0(40min) → M3(24min) → M1(44min) → M6(83min) → M4(89min) → M8(31min) → M7(84min) → M9(29min) and 7 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,10,10,,,,
jobshop/orlib/029,Job Shop Instance orlib-29,A job shop scheduling problem with 15 jobs and 10 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M2(34min) → M3(55min) → M5(95min) → M9(16min) → M4(21min) → M6(71min) → M0(53min) → M8(52min) → M1(21min) → M7(26min); Job2: M3(39min) → M2(31min) → M0(12min) → M1(42min) → M9(79min) → M8(77min) → M6(77min) → M5(98min) → M4(55min) → M7(66min); Job3: M1(19min) → M0(83min) → M3(34min) → M4(92min) → M6(54min) → M9(79min) → M8(62min) → M5(37min) → M2(64min) → M7(43min) and 12 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,15,10,,,,
jobshop/orlib/030,Job Shop Instance orlib-30,A job shop scheduling problem with 15 jobs and 10 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M9(66min) → M5(91min) → M4(87min) → M2(94min) → M7(21min) → M3(92min) → M1(7min) → M0(12min) → M8(11min) → M6(19min); Job2: M3(13min) → M2(20min) → M4(7min) → M1(14min) → M9(66min) → M0(75min) → M6(77min) → M5(16min) → M7(95min) → M8(7min); Job3: M8(77min) → M7(20min) → M2(34min) → M0(15min) → M9(88min) → M5(89min) → M6(53min) → M3(6min) → M1(45min) → M4(76min) and 12 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,15,10,,,,
jobshop/orlib/031,Job Shop Instance orlib-31,A job shop scheduling problem with 15 jobs and 10 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M7(84min) → M5(58min) → M8(77min) → M2(44min) → M4(97min) → M6(89min) → M3(5min) → M1(58min) → M9(96min) → M0(9min); Job2: M6(21min) → M1(87min) → M4(15min) → M5(39min) → M2(81min) → M3(85min) → M7(31min) → M8(57min) → M9(73min) → M0(77min); Job3: M0(40min) → M5(71min) → M8(34min) → M9(82min) → M3(70min) → M6(22min) → M4(10min) → M7(80min) → M2(48min) → M1(49min) and 12 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,15,10,,,,
jobshop/orlib/032,Job Shop Instance orlib-32,A job shop scheduling problem with 15 jobs and 10 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M7(8min) → M9(75min) → M0(72min) → M6(74min) → M4(30min) → M8(43min) → M2(38min) → M5(98min) → M1(26min) → M3(19min); Job2: M6(19min) → M8(73min) → M3(43min) → M0(23min) → M1(85min) → M4(39min) → M5(13min) → M9(26min) → M2(67min) → M7(9min); Job3: M1(50min) → M3(93min) → M5(80min) → M4(7min) → M0(55min) → M2(61min) → M6(57min) → M8(72min) → M9(42min) → M7(46min) and 12 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,15,10,,,,
jobshop/orlib/033,Job Shop Instance orlib-33,A job shop scheduling problem with 15 jobs and 10 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M8(14min) → M4(75min) → M3(12min) → M2(38min) → M0(76min) → M5(97min) → M9(12min) → M1(29min) → M7(44min) → M6(66min); Job2: M5(38min) → M3(82min) → M2(85min) → M4(58min) → M6(87min) → M9(89min) → M0(43min) → M1(80min) → M7(69min) → M8(92min); Job3: M9(5min) → M1(84min) → M0(43min) → M6(48min) → M4(8min) → M7(7min) → M3(41min) → M5(61min) → M8(66min) → M2(14min) and 12 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,15,10,,,,
jobshop/orlib/034,Job Shop Instance orlib-34,A job shop scheduling problem with 20 jobs and 10 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M8(52min) → M7(26min) → M6(71min) → M9(16min) → M2(34min) → M1(21min) → M5(95min) → M4(21min) → M0(53min) → M3(55min); Job2: M4(55min) → M5(98min) → M3(39min) → M9(79min) → M0(12min) → M8(77min) → M6(77min) → M7(66min) → M2(31min) → M1(42min); Job3: M5(37min) → M4(92min) → M2(64min) → M6(54min) → M1(19min) → M7(43min) → M0(83min) → M3(34min) → M9(79min) → M8(62min) and 17 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,20,10,,,,
jobshop/orlib/035,Job Shop Instance orlib-35,A job shop scheduling problem with 20 jobs and 10 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M3(60min) → M4(48min) → M5(95min) → M0(87min) → M1(72min) → M9(5min) → M8(35min) → M7(39min) → M6(54min) → M2(66min); Job2: M7(37min) → M6(34min) → M0(97min) → M5(55min) → M2(21min) → M3(20min) → M4(59min) → M9(46min) → M8(19min) → M1(46min); Job3: M4(45min) → M2(73min) → M1(24min) → M8(28min) → M0(28min) → M3(25min) → M5(23min) → M7(83min) → M9(5min) → M6(78min) and 17 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,20,10,,,,
jobshop/orlib/036,Job Shop Instance orlib-36,A job shop scheduling problem with 20 jobs and 10 machines. Each job must be processed through a sequence of machines in a specific order. Jobs have the following routes: Job1: M8(32min) → M1(81min) → M4(55min) → M7(40min) → M0(6min) → M5(19min) → M9(81min) → M3(37min) → M2(40min) → M6(9min); Job2: M2(70min) → M3(55min) → M7(21min) → M4(64min) → M1(46min) → M8(25min) → M9(65min) → M0(77min) → M5(65min) → M6(15min); Job3: M7(84min) → M4(89min) → M3(24min) → M1(44min) → M2(85min) → M8(31min) → M9(29min) → M6(83min) → M5(37min) → M0(40min) and 17 more jobs. Each machine can process only one job at a time. Minimize makespan.,scheduling,job_shop,sequence routing precedence multiple_operations machine_order,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/jobshopinfo.html,,,,,,,20,10,,,,
